foot,track_modulus,rail_section,elasticity,tie_spacing,tie_width,tie_thickness,tie_length,tie_plate_width,tie_plate_length,allowable_bending_stress,allowable_rail/tie_bearing_stress,allowable_tie/basslat_bearing_stress,actual_ballast_thickness,allowable_ballast/subgrade_stress,longitude,latitude
2614.7,6200,115,30000000,19.5,39,7,102,8,14,13195.87869,200,75,22,25,6462.4,12366.54286
2614.8,6200,115,30000000,19.5,48,7,102,8,14,13195.87869,200,75,22,25,6462.6,12367.01429
2614.9,6200,115,30000000,19.5,58.5,7,102,8,14,13195.87869,200,75,22,25,6462.8,12367.48571
2615,6200,115,30000000,19.5,72,7,102,8,14,13195.87869,200,75,22,25,6463,12367.95714
2615.1,6200,115,30000000,19.5,78,7,102,8,14,13195.87869,200,75,22,25,6463.2,12368.42857
2615.2,6200,115,30000000,19.5,96,7,102,8,14,13195.87869,200,75,22,25,6463.4,12368.9
2615.3,6200,115,30000000,19.5,19.5,7,102,8,14,14662.08744,200,75,22,25,6463.6,12369.37143
2615.4,6200,115,30000000,19.5,24,7,102,8,14,14662.08744,200,75,22,25,6463.8,12369.84286
2615.5,6200,115,30000000,19.5,39,7,102,8,14,14662.08744,200,75,22,25,6464,12370.31429
2615.6,6200,115,30000000,19.5,48,7,102,8,14,14662.08744,200,75,22,25,6464.2,12370.78571
2615.7,6200,115,30000000,19.5,58.5,7,102,8,14,14662.08744,200,75,22,25,6464.4,12371.25714
2615.8,6200,115,30000000,19.5,72,7,102,8,14,14662.08744,200,75,22,25,6464.6,12371.72857
2615.9,6200,115,30000000,19.5,78,7,102,8,14,14662.08744,200,75,22,25,6464.8,12372.2
2616,6200,115,30000000,19.5,96,7,102,8,14,14662.08744,200,75,22,25,6465,12372.67143
2616.1,6200,115,30000000,19.5,19.5,7,102,8,14,16128.29618,200,75,22,25,6465.2,12373.14286
2616.2,6200,115,30000000,19.5,24,7,102,8,14,16128.29618,200,75,22,25,6465.4,12373.61429
2616.3,6200,115,30000000,19.5,39,7,102,8,14,16128.29618,200,75,22,25,6465.6,12374.08571
2616.4,6200,115,30000000,19.5,48,7,102,8,14,16128.29618,200,75,22,25,6465.8,12374.55714
2616.5,6200,115,30000000,19.5,58.5,7,102,8,14,16128.29618,200,75,22,25,6466,12375.02857
2616.6,6200,115,30000000,19.5,72,7,102,8,14,16128.29618,200,75,22,25,6466.2,12375.5
2616.7,6200,115,30000000,19.5,78,7,102,8,14,16128.29618,200,75,22,25,6466.4,12375.97143
2616.8,6200,115,30000000,19.5,96,7,102,8,14,16128.29618,200,75,22,25,6466.6,12376.44286
2616.9,6200,115,30000000,19.5,19.5,7,102,8,14,17594.50492,200,75,22,25,6466.8,12376.91429
2617,6200,115,30000000,19.5,24,7,102,8,14,17594.50492,200,75,22,25,6467,12377.38571
2617.1,6200,115,30000000,19.5,39,7,102,8,14,17594.50492,200,75,22,25,6467.2,12377.85714
2617.2,6200,115,30000000,19.5,48,7,102,8,14,17594.50492,200,75,22,25,6467.4,12378.32857
2617.3,6200,115,30000000,19.5,58.5,7,102,8,14,17594.50492,200,75,22,25,6467.6,12378.8
2617.4,6200,115,30000000,19.5,72,7,102,8,14,17594.50492,200,75,22,25,6467.8,12379.27143
2617.5,6200,115,30000000,19.5,78,7,102,8,14,17594.50492,200,75,22,25,6468,12379.74286
2617.6,6200,115,30000000,19.5,96,7,102,8,14,17594.50492,200,75,22,25,6468.2,12380.21429
2617.7,6200,115,30000000,19.5,19.5,7,102,8,14,7621.46922,200,75,22,25,6468.4,12380.68571
2617.8,6200,115,30000000,19.5,24,7,102,8,14,7621.46922,200,75,22,25,6468.6,12381.15714
2617.9,6200,115,30000000,19.5,39,7,102,8,14,7621.46922,200,75,22,25,6468.8,12381.62857
2618,6200,115,30000000,19.5,48,7,102,8,14,7621.46922,200,75,22,25,6469,12382.1
2618.1,6200,115,30000000,19.5,58.5,7,102,8,14,7621.46922,200,75,22,25,6469.2,12382.57143
2618.2,6200,115,30000000,19.5,72,7,102,8,14,7621.46922,200,75,22,25,6469.4,12383.04286
2618.3,6200,115,30000000,19.5,78,7,102,8,14,7621.46922,200,75,22,25,6469.6,12383.51429
2618.4,6200,115,30000000,19.5,96,7,102,8,14,7621.46922,200,75,22,25,6469.8,12383.98571
2618.5,6200,115,30000000,19.5,19.5,7,102,8,14,9145.763064,200,75,22,25,6470,12384.45714
2618.6,6200,115,30000000,19.5,24,7,102,8,14,9145.763064,200,75,22,25,6470.2,12384.92857
2618.7,6200,115,30000000,19.5,39,7,102,8,14,9145.763064,200,75,22,25,6470.4,12385.4
2618.8,6200,115,30000000,19.5,48,7,102,8,14,9145.763064,200,75,22,25,6470.6,12385.87143
2618.9,6200,115,30000000,19.5,58.5,7,102,8,14,9145.763064,200,75,22,25,6470.8,12386.34286
2619,6200,115,30000000,19.5,72,7,102,8,14,9145.763064,200,75,22,25,6471,12386.81429
2619.1,6200,115,30000000,19.5,78,7,102,8,14,9145.763064,200,75,22,25,6471.2,12387.28571
2619.2,6200,115,30000000,19.5,96,7,102,8,14,9145.763064,200,75,22,25,6471.4,12387.75714
2619.3,6200,115,30000000,19.5,19.5,7,102,8,14,10670.05691,200,75,22,25,6471.6,12388.22857
2619.4,6200,115,30000000,19.5,24,7,102,8,14,10670.05691,200,75,22,25,6471.8,12388.7
2619.5,6200,115,30000000,19.5,39,7,102,8,14,10670.05691,200,75,22,25,6472,12389.17143
2619.6,6200,115,30000000,19.5,48,7,102,8,14,10670.05691,200,75,22,25,6472.2,12389.64286
2619.7,6200,115,30000000,19.5,58.5,7,102,8,14,10670.05691,200,75,22,25,6472.4,12390.11429
2619.8,6200,115,30000000,19.5,72,7,102,8,14,10670.05691,200,75,22,25,6472.6,12390.58571
2619.9,6200,115,30000000,19.5,78,7,102,8,14,10670.05691,200,75,22,25,6472.8,12391.05714
2620,6200,115,30000000,19.5,96,7,102,8,14,10670.05691,200,75,22,25,6473,12391.52857
2620.1,6200,115,30000000,19.5,19.5,7,102,8,14,12194.35075,200,75,22,25,6473.2,12392
2620.2,6200,115,30000000,19.5,24,7,102,8,14,12194.35075,200,75,22,25,6473.4,12392.47143
2620.3,6200,115,30000000,19.5,39,7,102,8,14,12194.35075,200,75,22,25,6473.6,12392.94286
2620.4,6200,115,30000000,19.5,48,7,102,8,14,12194.35075,200,75,22,25,6473.8,12393.41429
2620.5,6200,115,30000000,19.5,58.5,7,102,8,14,12194.35075,200,75,22,25,6474,12393.88571
2620.6,6200,115,30000000,19.5,72,7,102,8,14,12194.35075,200,75,22,25,6474.2,12394.35714
2620.7,6200,115,30000000,19.5,78,7,102,8,14,12194.35075,200,75,22,25,6474.4,12394.82857
2620.8,6200,115,30000000,19.5,96,7,102,8,14,12194.35075,200,75,22,25,6474.6,12395.3
2620.9,6200,115,30000000,19.5,19.5,7,102,8,14,13718.6446,200,75,22,25,6474.8,12395.77143
2621,6200,115,30000000,19.5,24,7,102,8,14,13718.6446,200,75,22,25,6475,12396.24286
2621.1,6200,115,30000000,19.5,39,7,102,8,14,13718.6446,200,75,22,25,6475.2,12396.71429
2621.2,6200,115,30000000,19.5,48,7,102,8,14,13718.6446,200,75,22,25,6475.4,12397.18571
2621.3,6200,115,30000000,19.5,58.5,7,102,8,14,13718.6446,200,75,22,25,6475.6,12397.65714
2621.4,6200,115,30000000,19.5,72,7,102,8,14,13718.6446,200,75,22,25,6475.8,12398.12857
2621.5,6200,115,30000000,19.5,78,7,102,8,14,13718.6446,200,75,22,25,6476,12398.6
2621.6,6200,115,30000000,19.5,96,7,102,8,14,13718.6446,200,75,22,25,6476.2,12399.07143
2621.7,6200,115,30000000,19.5,19.5,7,102,8,14,15242.93844,200,75,22,25,6476.4,12399.54286
2621.8,6200,115,30000000,19.5,24,7,102,8,14,15242.93844,200,75,22,25,6476.6,12400.01429
2621.9,6200,115,30000000,19.5,39,7,102,8,14,15242.93844,200,75,22,25,6476.8,12400.48571
2622,6200,115,30000000,19.5,48,7,102,8,14,15242.93844,200,75,22,25,6477,12400.95714
2622.1,6200,115,30000000,19.5,58.5,7,102,8,14,15242.93844,200,75,22,25,6477.2,12401.42857
2622.2,6200,115,30000000,19.5,72,7,102,8,14,15242.93844,200,75,22,25,6477.4,12401.9
2622.3,6200,115,30000000,19.5,78,7,102,8,14,15242.93844,200,75,22,25,6477.6,12402.37143
2622.4,6200,115,30000000,19.5,96,7,102,8,14,15242.93844,200,75,22,25,6477.8,12402.84286
2622.5,6200,115,30000000,19.5,19.5,7,102,8,14,16767.23228,200,75,22,25,6478,12403.31429
2622.6,6200,115,30000000,19.5,24,7,102,8,14,16767.23228,200,75,22,25,6478.2,12403.78571
2622.7,6200,115,30000000,19.5,39,7,102,8,14,16767.23228,200,75,22,25,6478.4,12404.25714
2622.8,6200,115,30000000,19.5,48,7,102,8,14,16767.23228,200,75,22,25,6478.6,12404.72857
2622.9,6200,115,30000000,19.5,58.5,7,102,8,14,16767.23228,200,75,22,25,6478.8,12405.2
2623,6200,115,30000000,19.5,72,7,102,8,14,16767.23228,200,75,22,25,6479,12405.67143
2623.1,6200,115,30000000,19.5,78,7,102,8,14,16767.23228,200,75,22,25,6479.2,12406.14286
2623.2,6200,115,30000000,19.5,96,7,102,8,14,16767.23228,200,75,22,25,6479.4,12406.61429
2623.3,6200,115,30000000,19.5,19.5,7,102,8,14,18291.52613,200,75,22,25,6479.6,12407.08571
2623.4,6200,115,30000000,19.5,24,7,102,8,14,18291.52613,200,75,22,25,6479.8,12407.55714
2623.5,6200,115,30000000,19.5,39,7,102,8,14,18291.52613,200,75,22,25,6480,12408.02857
2623.6,6200,115,30000000,19.5,48,7,102,8,14,18291.52613,200,75,22,25,6480.2,12408.5
2623.7,6200,115,30000000,19.5,58.5,7,102,8,14,18291.52613,200,75,22,25,6480.4,12408.97143
2623.8,6200,115,30000000,19.5,72,7,102,8,14,18291.52613,200,75,22,25,6480.6,12409.44286
2623.9,6200,115,30000000,19.5,78,7,102,8,14,18291.52613,200,75,22,25,6480.8,12409.91429
2624,6200,115,30000000,19.5,96,7,102,8,14,18291.52613,200,75,22,25,6481,12410.38571
2624.1,6200,115,30000000,19.5,19.5,7,102,8,14,7911.894721,200,75,22,25,6481.2,12410.85714
2624.2,6200,115,30000000,19.5,24,7,102,8,14,7911.894721,200,75,22,25,6481.4,12411.32857
2624.3,6200,115,30000000,19.5,39,7,102,8,14,7911.894721,200,75,22,25,6481.6,12411.8
2624.4,6200,115,30000000,19.5,48,7,102,8,14,7911.894721,200,75,22,25,6481.8,12412.27143
2624.5,6200,115,30000000,19.5,58.5,7,102,8,14,7911.894721,200,75,22,25,6482,12412.74286
2624.6,6200,115,30000000,19.5,72,7,102,8,14,7911.894721,200,75,22,25,6482.2,12413.21429
2624.7,6200,115,30000000,19.5,78,7,102,8,14,7911.894721,200,75,22,25,6482.4,12413.68571
2624.8,6200,115,30000000,19.5,96,7,102,8,14,7911.894721,200,75,22,25,6482.6,12414.15714
2624.9,6200,115,30000000,19.5,19.5,7,102,8,14,9494.273665,200,75,22,25,6482.8,12414.62857
2625,6200,115,30000000,19.5,24,7,102,8,14,9494.273665,200,75,22,25,6483,12415.1
2625.1,6200,115,30000000,19.5,39,7,102,8,14,9494.273665,200,75,22,25,6483.2,12415.57143
2625.2,6200,115,30000000,19.5,48,7,102,8,14,9494.273665,200,75,22,25,6483.4,12416.04286
2625.3,6200,115,30000000,19.5,58.5,7,102,8,14,9494.273665,200,75,22,25,6483.6,12416.51429
2625.4,6200,115,30000000,19.5,72,7,102,8,14,9494.273665,200,75,22,25,6483.8,12416.98571
2625.5,6200,115,30000000,19.5,78,7,102,8,14,9494.273665,200,75,22,25,6484,12417.45714
2625.6,6200,115,30000000,19.5,96,7,102,8,14,9494.273665,200,75,22,25,6484.2,12417.92857
2625.7,6200,115,30000000,19.5,19.5,7,102,8,14,11076.65261,200,75,22,25,6484.4,12418.4
2625.8,6200,115,30000000,19.5,24,7,102,8,14,11076.65261,200,75,22,25,6484.6,12418.87143
2625.9,6200,115,30000000,19.5,39,7,102,8,14,11076.65261,200,75,22,25,6484.8,12419.34286
2626,6200,115,30000000,19.5,48,7,102,8,14,11076.65261,200,75,22,25,6485,12419.81429
2626.1,6200,115,30000000,19.5,58.5,7,102,8,14,11076.65261,200,75,22,25,6485.2,12420.28571
2626.2,6200,115,30000000,19.5,72,7,102,8,14,11076.65261,200,75,22,25,6485.4,12420.75714
2626.3,6200,115,30000000,19.5,78,7,102,8,14,11076.65261,200,75,22,25,6485.6,12421.22857
2626.4,6200,115,30000000,19.5,96,7,102,8,14,11076.65261,200,75,22,25,6485.8,12421.7
2626.5,6200,115,30000000,19.5,19.5,7,102,8,14,12659.03155,200,75,22,25,6486,12422.17143
2626.6,6200,115,30000000,19.5,24,7,102,8,14,12659.03155,200,75,22,25,6486.2,12422.64286
2626.7,6200,115,30000000,19.5,39,7,102,8,14,12659.03155,200,75,22,25,6486.4,12423.11429
2626.8,6200,115,30000000,19.5,48,7,102,8,14,12659.03155,200,75,22,25,6486.6,12423.58571
2626.9,6200,115,30000000,19.5,58.5,7,102,8,14,12659.03155,200,75,22,25,6486.8,12424.05714
2627,6200,115,30000000,19.5,72,7,102,8,14,12659.03155,200,75,22,25,6487,12424.52857
2627.1,6200,115,30000000,19.5,78,7,102,8,14,12659.03155,200,75,22,25,6487.2,12425
2627.2,6200,115,30000000,19.5,96,7,102,8,14,12659.03155,200,75,22,25,6487.4,12425.47143
2627.3,6200,115,30000000,19.5,19.5,7,102,8,14,14241.4105,200,75,22,25,6487.6,12425.94286
2627.4,6200,115,30000000,19.5,24,7,102,8,14,14241.4105,200,75,22,25,6487.8,12426.41429
2627.5,6200,115,30000000,19.5,39,7,102,8,14,14241.4105,200,75,22,25,6488,12426.88571
2627.6,6200,115,30000000,19.5,48,7,102,8,14,14241.4105,200,75,22,25,6488.2,12427.35714
2627.7,6200,115,30000000,19.5,58.5,7,102,8,14,14241.4105,200,75,22,25,6488.4,12427.82857
2627.8,6200,115,30000000,19.5,72,7,102,8,14,14241.4105,200,75,22,25,6488.6,12428.3
2627.9,6200,115,30000000,19.5,78,7,102,8,14,14241.4105,200,75,22,25,6488.8,12428.77143
2628,6200,115,30000000,19.5,96,7,102,8,14,14241.4105,200,75,22,25,6489,12429.24286
2628.1,6200,115,30000000,19.5,19.5,7,102,8,14,15823.78944,200,75,22,25,6489.2,12429.71429
2628.2,6200,115,30000000,19.5,24,7,102,8,14,15823.78944,200,75,22,25,6489.4,12430.18571
2628.3,6200,115,30000000,19.5,39,7,102,8,14,15823.78944,200,75,22,25,6489.6,12430.65714
2628.4,6200,115,30000000,19.5,48,7,102,8,14,15823.78944,200,75,22,25,6489.8,12431.12857
2628.5,6200,115,30000000,19.5,58.5,7,102,8,14,15823.78944,200,75,22,25,6490,12431.6
2628.6,6200,115,30000000,19.5,72,7,102,8,14,15823.78944,200,75,22,25,6490.2,12432.07143
2628.7,6200,115,30000000,19.5,78,7,102,8,14,15823.78944,200,75,22,25,6490.4,12432.54286
2628.8,6200,115,30000000,19.5,96,7,102,8,14,15823.78944,200,75,22,25,6490.6,12433.01429
2628.9,6200,115,30000000,19.5,19.5,7,102,8,14,17406.16839,200,75,22,25,6490.8,12433.48571
2629,6200,115,30000000,19.5,24,7,102,8,14,17406.16839,200,75,22,25,6491,12433.95714
2629.1,6200,115,30000000,19.5,39,7,102,8,14,17406.16839,200,75,22,25,6491.2,12434.42857
2629.2,6200,115,30000000,19.5,48,7,102,8,14,17406.16839,200,75,22,25,6491.4,12434.9
2629.3,6200,115,30000000,19.5,58.5,7,102,8,14,17406.16839,200,75,22,25,6491.6,12435.37143
2629.4,6200,115,30000000,19.5,72,7,102,8,14,17406.16839,200,75,22,25,6491.8,12435.84286
2629.5,6200,115,30000000,19.5,78,7,102,8,14,17406.16839,200,75,22,25,6492,12436.31429
2629.6,6200,115,30000000,19.5,96,7,102,8,14,17406.16839,200,75,22,25,6492.2,12436.78571
2629.7,6200,115,30000000,19.5,19.5,7,102,8,14,18988.54733,200,75,22,25,6492.4,12437.25714
2629.8,6200,115,30000000,19.5,24,7,102,8,14,18988.54733,200,75,22,25,6492.6,12437.72857
2629.9,6200,115,30000000,19.5,39,7,102,8,14,18988.54733,200,75,22,25,6492.8,12438.2
2630,6200,115,30000000,19.5,48,7,102,8,14,18988.54733,200,75,22,25,6493,12438.67143
2630.1,6200,115,30000000,19.5,58.5,7,102,8,14,18988.54733,200,75,22,25,6493.2,12439.14286
2630.2,6200,115,30000000,19.5,72,7,102,8,14,18988.54733,200,75,22,25,6493.4,12439.61429
2630.3,6200,115,30000000,19.5,78,7,102,8,14,18988.54733,200,75,22,25,6493.6,12440.08571
2630.4,6200,115,30000000,19.5,96,7,102,8,14,18988.54733,200,75,22,25,6493.8,12440.55714
2630.5,6200,115,30000000,19.5,19.5,7,102,8,14,8202.320223,200,75,22,25,6494,12441.02857
2630.6,6200,115,30000000,19.5,24,7,102,8,14,8202.320223,200,75,22,25,6494.2,12441.5
2630.7,6200,115,30000000,19.5,39,7,102,8,14,8202.320223,200,75,22,25,6494.4,12441.97143
2630.8,6200,115,30000000,19.5,48,7,102,8,14,8202.320223,200,75,22,25,6494.6,12442.44286
2630.9,6200,115,30000000,19.5,58.5,7,102,8,14,8202.320223,200,75,22,25,6494.8,12442.91429
2631,6200,115,30000000,19.5,72,7,102,8,14,8202.320223,200,75,22,25,6495,12443.38571
2631.1,6200,115,30000000,19.5,78,7,102,8,14,8202.320223,200,75,22,25,6495.2,12443.85714
2631.2,6200,115,30000000,19.5,96,7,102,8,14,8202.320223,200,75,22,25,6495.4,12444.32857
2631.3,6200,115,30000000,19.5,19.5,7,102,8,14,9842.784267,200,75,22,25,6495.6,12444.8
2631.4,6200,115,30000000,19.5,24,7,102,8,14,9842.784267,200,75,22,25,6495.8,12445.27143
2631.5,6200,115,30000000,19.5,39,7,102,8,14,9842.784267,200,75,22,25,6496,12445.74286
2631.6,6200,115,30000000,19.5,48,7,102,8,14,9842.784267,200,75,22,25,6496.2,12446.21429
2631.7,6200,115,30000000,19.5,58.5,7,102,8,14,9842.784267,200,75,22,25,6496.4,12446.68571
2631.8,6200,115,30000000,19.5,72,7,102,8,14,9842.784267,200,75,22,25,6496.6,12447.15714
2631.9,6200,115,30000000,19.5,78,7,102,8,14,9842.784267,200,75,22,25,6496.8,12447.62857
2632,6200,115,30000000,19.5,96,7,102,8,14,9842.784267,200,75,22,25,6497,12448.1
2632.1,6200,115,30000000,19.5,19.5,7,102,8,14,11483.24831,200,75,22,25,6497.2,12448.57143
2632.2,6200,115,30000000,19.5,24,7,102,8,14,11483.24831,200,75,22,25,6497.4,12449.04286
2632.3,6200,115,30000000,19.5,39,7,102,8,14,11483.24831,200,75,22,25,6497.6,12449.51429
2632.4,6200,115,30000000,19.5,48,7,102,8,14,11483.24831,200,75,22,25,6497.8,12449.98571
2632.5,6200,115,30000000,19.5,58.5,7,102,8,14,11483.24831,200,75,22,25,6498,12450.45714
2632.6,6200,115,30000000,19.5,72,7,102,8,14,11483.24831,200,75,22,25,6498.2,12450.92857
2632.7,6200,115,30000000,19.5,78,7,102,8,14,11483.24831,200,75,22,25,6498.4,12451.4
2632.8,6200,115,30000000,19.5,96,7,102,8,14,11483.24831,200,75,22,25,6498.6,12451.87143
2632.9,6200,115,30000000,19.5,19.5,7,102,8,14,13123.71236,200,75,22,25,6498.8,12452.34286
2633,6200,115,30000000,19.5,24,7,102,8,14,13123.71236,200,75,22,25,6499,12452.81429
2633.1,6200,115,30000000,19.5,39,7,102,8,14,13123.71236,200,75,22,25,6499.2,12453.28571
2633.2,6200,115,30000000,19.5,48,7,102,8,14,13123.71236,200,75,22,25,6499.4,12453.75714
2633.3,6200,115,30000000,19.5,58.5,7,102,8,14,13123.71236,200,75,22,25,6499.6,12454.22857
2633.4,6200,115,30000000,19.5,72,7,102,8,14,13123.71236,200,75,22,25,6499.8,12454.7
2633.5,6200,115,30000000,19.5,78,7,102,8,14,13123.71236,200,75,22,25,6500,12455.17143
2633.6,6200,115,30000000,19.5,96,7,102,8,14,13123.71236,200,75,22,25,6500.2,12455.64286
2633.7,6200,115,30000000,19.5,19.5,7,102,8,14,14764.1764,200,75,22,25,6500.4,12456.11429
2633.8,6200,115,30000000,19.5,24,7,102,8,14,14764.1764,200,75,22,25,6500.6,12456.58571
2633.9,6200,115,30000000,19.5,39,7,102,8,14,14764.1764,200,75,22,25,6500.8,12457.05714
2634,6200,115,30000000,19.5,48,7,102,8,14,14764.1764,200,75,22,25,6501,12457.52857
2634.1,6200,115,30000000,19.5,58.5,7,102,8,14,14764.1764,200,75,22,25,6501.2,12458
2634.2,6200,115,30000000,19.5,72,7,102,8,14,14764.1764,200,75,22,25,6501.4,12458.47143
2634.3,6200,115,30000000,19.5,78,7,102,8,14,14764.1764,200,75,22,25,6501.6,12458.94286
2634.4,6200,115,30000000,19.5,96,7,102,8,14,14764.1764,200,75,22,25,6501.8,12459.41429
2634.5,6200,115,30000000,19.5,19.5,7,102,8,14,16404.64045,200,75,22,25,6502,12459.88571
2634.6,6200,115,30000000,19.5,24,7,102,8,14,16404.64045,200,75,22,25,6502.2,12460.35714
2634.7,6200,115,30000000,19.5,39,7,102,8,14,16404.64045,200,75,22,25,6502.4,12460.82857
2634.8,6200,115,30000000,19.5,48,7,102,8,14,16404.64045,200,75,22,25,6502.6,12461.3
2634.9,6200,115,30000000,19.5,58.5,7,102,8,14,16404.64045,200,75,22,25,6502.8,12461.77143
2635,6200,115,30000000,19.5,72,7,102,8,14,16404.64045,200,75,22,25,6503,12462.24286
2635.1,6200,115,30000000,19.5,78,7,102,8,14,16404.64045,200,75,22,25,6503.2,12462.71429
2635.2,6200,115,30000000,19.5,96,7,102,8,14,16404.64045,200,75,22,25,6503.4,12463.18571
2635.3,6200,115,30000000,19.5,19.5,7,102,8,14,18045.10449,200,75,22,25,6503.6,12463.65714
2635.4,6200,115,30000000,19.5,24,7,102,8,14,18045.10449,200,75,22,25,6503.8,12464.12857
2635.5,6200,115,30000000,19.5,39,7,102,8,14,18045.10449,200,75,22,25,6504,12464.6
2635.6,6200,115,30000000,19.5,48,7,102,8,14,18045.10449,200,75,22,25,6504.2,12465.07143
2635.7,6200,115,30000000,19.5,58.5,7,102,8,14,18045.10449,200,75,22,25,6504.4,12465.54286
2635.8,6200,115,30000000,19.5,72,7,102,8,14,18045.10449,200,75,22,25,6504.6,12466.01429
2635.9,6200,115,30000000,19.5,78,7,102,8,14,18045.10449,200,75,22,25,6504.8,12466.48571
2636,6200,115,30000000,19.5,96,7,102,8,14,18045.10449,200,75,22,25,6505,12466.95714
2636.1,6200,115,30000000,19.5,19.5,7,102,8,14,19685.56853,200,75,22,25,6505.2,12467.42857
2636.2,6200,115,30000000,19.5,24,7,102,8,14,19685.56853,200,75,22,25,6505.4,12467.9
2636.3,6200,115,30000000,19.5,39,7,102,8,14,19685.56853,200,75,22,25,6505.6,12468.37143
2636.4,6200,115,30000000,19.5,48,7,102,8,14,19685.56853,200,75,22,25,6505.8,12468.84286
2636.5,6200,115,30000000,19.5,58.5,7,102,8,14,19685.56853,200,75,22,25,6506,12469.31429
2636.6,6200,115,30000000,19.5,72,7,102,8,14,19685.56853,200,75,22,25,6506.2,12469.78571
2636.7,6200,115,30000000,19.5,78,7,102,8,14,19685.56853,200,75,22,25,6506.4,12470.25714
2636.8,6200,115,30000000,19.5,96,7,102,8,14,19685.56853,200,75,22,25,6506.6,12470.72857
2636.9,6200,115,30000000,19.5,19.5,7,102,8,14,8492.745724,200,75,22,25,6506.8,12471.2
2637,6200,115,30000000,19.5,24,7,102,8,14,8492.745724,200,75,22,25,6507,12471.67143
2637.1,6200,115,30000000,19.5,39,7,102,8,14,8492.745724,200,75,22,25,6507.2,12472.14286
2637.2,6200,115,30000000,19.5,48,7,102,8,14,8492.745724,200,75,22,25,6507.4,12472.61429
2637.3,6200,115,30000000,19.5,58.5,7,102,8,14,8492.745724,200,75,22,25,6507.6,12473.08571
2637.4,6200,115,30000000,19.5,72,7,102,8,14,8492.745724,200,75,22,25,6507.8,12473.55714
2637.5,6200,115,30000000,19.5,78,7,102,8,14,8492.745724,200,75,22,25,6508,12474.02857
2637.6,6200,115,30000000,19.5,96,7,102,8,14,8492.745724,200,75,22,25,6508.2,12474.5
2637.7,6200,115,30000000,19.5,19.5,7,102,8,14,10191.29487,200,75,22,25,6508.4,12474.97143
2637.8,6200,115,30000000,19.5,24,7,102,8,14,10191.29487,200,75,22,25,6508.6,12475.44286
2637.9,6200,115,30000000,19.5,39,7,102,8,14,10191.29487,200,75,22,25,6508.8,12475.91429
2638,6200,115,30000000,19.5,48,7,102,8,14,10191.29487,200,75,22,25,6509,12476.38571
2638.1,6200,115,30000000,19.5,58.5,7,102,8,14,10191.29487,200,75,22,25,6509.2,12476.85714
2638.2,6200,115,30000000,19.5,72,7,102,8,14,10191.29487,200,75,22,25,6509.4,12477.32857
2638.3,6200,115,30000000,19.5,78,7,102,8,14,10191.29487,200,75,22,25,6509.6,12477.8
2638.4,6200,115,30000000,19.5,96,7,102,8,14,10191.29487,200,75,22,25,6509.8,12478.27143
2638.5,6200,115,30000000,19.5,19.5,7,102,8,14,11889.84401,200,75,22,25,6510,12478.74286
2638.6,6200,115,30000000,19.5,24,7,102,8,14,11889.84401,200,75,22,25,6510.2,12479.21429
2638.7,6200,115,30000000,19.5,39,7,102,8,14,11889.84401,200,75,22,25,6510.4,12479.68571
2638.8,6200,115,30000000,19.5,48,7,102,8,14,11889.84401,200,75,22,25,6510.6,12480.15714
2638.9,6200,115,30000000,19.5,58.5,7,102,8,14,11889.84401,200,75,22,25,6510.8,12480.62857
2639,6200,115,30000000,19.5,72,7,102,8,14,11889.84401,200,75,22,25,6511,12481.1
2639.1,6200,115,30000000,19.5,78,7,102,8,14,11889.84401,200,75,22,25,6511.2,12481.57143
2639.2,6200,115,30000000,19.5,96,7,102,8,14,11889.84401,200,75,22,25,6511.4,12482.04286
2639.3,6200,115,30000000,19.5,19.5,7,102,8,14,13588.39316,200,75,22,25,6511.6,12482.51429
2639.4,6200,115,30000000,19.5,24,7,102,8,14,13588.39316,200,75,22,25,6511.8,12482.98571
2639.5,6200,115,30000000,19.5,39,7,102,8,14,13588.39316,200,75,22,25,6512,12483.45714
2639.6,6200,115,30000000,19.5,48,7,102,8,14,13588.39316,200,75,22,25,6512.2,12483.92857
2639.7,6200,115,30000000,19.5,58.5,7,102,8,14,13588.39316,200,75,22,25,6512.4,12484.4
2639.8,6200,115,30000000,19.5,72,7,102,8,14,13588.39316,200,75,22,25,6512.6,12484.87143
2639.9,6200,115,30000000,19.5,78,7,102,8,14,13588.39316,200,75,22,25,6512.8,12485.34286
2640,6200,115,30000000,19.5,96,7,102,8,14,13588.39316,200,75,22,25,6513,12485.81429
2640.1,6200,115,30000000,19.5,19.5,7,102,8,14,15286.9423,200,75,22,25,6513.2,12486.28571
2640.2,6200,115,30000000,19.5,24,7,102,8,14,15286.9423,200,75,22,25,6513.4,12486.75714
2640.3,6200,115,30000000,19.5,39,7,102,8,14,15286.9423,200,75,22,25,6513.6,12487.22857
2640.4,6200,115,30000000,19.5,48,7,102,8,14,15286.9423,200,75,22,25,6513.8,12487.7
2640.5,6200,115,30000000,19.5,58.5,7,102,8,14,15286.9423,200,75,22,25,6514,12488.17143
2640.6,6200,115,30000000,19.5,72,7,102,8,14,15286.9423,200,75,22,25,6514.2,12488.64286
2640.7,6200,115,30000000,19.5,78,7,102,8,14,15286.9423,200,75,22,25,6514.4,12489.11429
2640.8,6200,115,30000000,19.5,96,7,102,8,14,15286.9423,200,75,22,25,6514.6,12489.58571
